File	Start	End	English	Salish	Tags	Audio	
comox02_side1	21:56		(this is a) board (just board maybe) a Chinook board (okay)				
comox02_side1	22:03		(okay alright this is) bone				
comox02_side1	22:08		(alright then) bones				
comox02_side1	22:14		(alright so this is) a bowl				
comox02_side1	22:18		(alright then) bowls				
comox02_side1	22:26		(so this is first one is) box				
comox02_side1	22:30		(then) boxes				
comox02_side1	22:36		(this is a) blue huckleberry				
comox02_side1	22:41		(alright and then) the blue huckleberry bush				
comox02_side1	22:48		(alright and then the just) the regular huckleberry				
comox02_side1	22:52		(alright and then) the blue huckleberry bush				
comox02_side1	23:00		(alright and then) blue huckleberry bushes (I mean just regular) huckleberry bushes				
comox02_side1	23:06		(ok so this is) blue huckleberry bushes				
comox02_side1	23:16		(ok so that’s) money				
comox02_side1	23:23		(um okay so this is) salt	k̓ʷuƛəm			
comox02_side1	23:29		(alright so this is) rice				
comox02_side1	23:34		(and then) sugar				
comox02_side1	23:39		(and then) flour				
comox02_side1	23:45		(and then) bread				
comox03_side1	00:02		(and then) a clear night				
comox03_side1	00:05		(okay so this is) tired of sitting				
comox03_side1	00:10		(and then) clam water				
comox03_side1	00:15		(and then) a tin can				
comox03_side1	00:20		(and then one of) a square (??)				
comox03_side1	00:26		(and then) a walking cane				
comox03_side1	00:34		(and then)canes (more than one cane)				
comox03_side1	00:40		(and then) child				
comox03_side1	00:54		(and then) circular				
comox03_side1	01:00		(and then) to store away				
comox03_side1	01:06		(and then the order) store away				
comox03_side1	01:10		(and then) clean				
comox03_side1	01:18		(and then) dirty				
comox03_side1	01:23		(and then) aclock				
comox03_side1	01:28		(and then) closed				
comox03_side1	01:33		it’s open				
comox03_side1	01:38		(the order) open it				
comox03_side1	01:43		muddy water				
comox03_side1	01:50		(and then) a coat				
comox03_side1	01:55		this is a coat, I’m cold				
comox03_side1	02:00		to fade	qʷoχ			
comox03_side1	02:07		(and then) faded	qʷoχʷoχʷ			
comox03_side1	02:12		a comb (to comb your hair)				
comox03_side1	02:17		(and then the order) comb				
comox03_side1	02:23		(and then) to cook				
comox03_side1	02:31		(and then) to boil				
comox03_side1	02:37		(the order just) boiling				
comox03_side1	02:45		(and then) fry				
comox03_side1	02:51		(and then) cooked or ripe				
comox03_side1	02:59		to cry (this is a grown-up crying for lost ones)				
comox03_side1	03:09		crazy				
comox03_side1	03:16		(so this is) dancing	čičɩɬɛm			
comox03_side1	03:20		an alternate way to say that				
comox03_side1	03:29		(so this is the verb) dance				
comox03_side1	03:34		a deck of cards				
comox03_side1	03:39		(and then) playing cards				
comox03_side1	03:44		to drill a hole				
comox03_side1	03:51		(just the order) drill a hole				
comox03_side1	03:58		(and then) dry				
comox03_side1	04:06		(this is) dry				
comox03_side1	04:10		(so this is) barbecued meat				
comox03_side1	04:16		to dump or to throw away				
comox03_side1	04:28		(so this is) dusk				
comox03_side1	04:35		(this is another way to say) dusk				
comox03_side1	04:40		(this is) some kind of worm (I am not sure what it is)				
comox03_side1	04:48		to exchange				
comox03_side1	04:59		(ok this is) his old house/his house that used to be				
comox03_side1	05:07		my deceasede father				
comox03_side1	05:14		(so this is) I am gonna stay at Courtney				
comox03_side1	05:21		be facing toward				
comox03_side1	05:27		the way out or fall out on the water				
comox03_side1	05:32		to lean back				
comox03_side1	05:38		to drift				
comox03_side1	05:43		dad, something you call your father				
comox03_side1	05:53		mom, or a term you call your mother				
comox03_side1	06:00		another name you call your mother				
comox03_side1	06:09		a term of endearment that you call your grandmother				
comox03_side1	06:18		to get the feet wet				
comox03_side1	06:23		finish				
comox03_side1	06:29		barbecued fish	t̓ɛn			
comox03_side1	06:35		(this is) I’m going to barbecue fish	t̓ɛnʔəm cəm			
comox03_side1	06:41		an old fish				
comox03_side1	06:47		laughing or flattering as a fish or cloth? [??]				
comox03_side1	06:57		to flirt				
comox03_side1	07:05		a man who flirts				
comox03_side1	07:13		(and then) to follow behind or the last one				
comox03_side1	07:19		to lead or be ahead, be the first one				
comox03_side1	07:25		a sore foot				
comox03_side1	07:33		to walk fast				
comox03_side1	07:41		(ok so this is) glasses				
comox03_side1	07:47		grandchild				
comox03_side1	07:53		grandfather				
comox03_side1	07:58		granddad, a term used by child				
comox03_side1	08:04		grandmother				
comox03_side1	08:12		a group				
comox03_side1	08:21		(so this is) a hairy leg, or leg hair				
comox03_side1	08:27		to hang up				
comox03_side1	08:32		a picture				
comox03_side1	08:37		they look alike				
comox03_side1	08:43		to hear				
comox03_side1	08:47		a bird to grab something with its claws				
comox03_side1	08:59		a bell				
comox03_side1	09:04		a little house				
comox03_side1	09:13		how are you going to go				
comox03_side1	09:25		where are you going				
comox03_side1	09:31		how many				
comox03_side1	09:36		hungry				
comox03_side1	09:43		(ok so this is) forehead				
comox03_side1	09:50		eyelashes				
comox03_side1	09:56		earing				
comox03_side1	10:03		eyebrow				
comox03_side1	10:06		mustache				
comox03_side1	10:11		itching				
comox03_side1	10:15		(so this is) to have an itchy nose				
comox03_side1	10:22		I’m going to hit you on the nose				
comox03_side1	10:28		iron				
comox03_side1	10:32		frost				
comox03_side1	10:37		God or Jesus				
comox03_side1	10:45		another way to say God or Jesus				
comox03_side1	10:55		(this is) a key				
comox03_side1	10:59		kick				
comox03_side1	11:03		I’m going to kick you				
comox03_side1	11:09		to kill several or a bunch				
comox03_side1	11:19		I am going to kill several or sorts of				
comox03_side1	11:28		They’re all dead				
comox03_side1	11:36		a draw knife				
comox03_side1	11:42		shavings from a draw knife				
comox03_side1	11:48		an inlet or lagoon				
comox03_side1	11:54		a uproarious laugh				
comox03_side1	12:01		to be left over				
comox03_side1	12:09		to lie				
comox03_side1	12:15		he is lying				
comox03_side1	12:20		(and then) to lift	qaht			
comox03_side1	12:26		(and then just) to lift	qahʔəm			
comox03_side1	12:34		(and the order) lift it	qaht gə			
comox03_side1	12:40		(ok so this is) to lift one heel off the ground				
comox03_side1	12:45		(and then) both heels				
comox03_side1	12:49		(and then the order) taste it	t̓aʔat gə			
comox03_side1	12:57		tasty				
comox03_side1	13:03		light weight				
comox03_side1	13:09		(the order) look at it				
comox03_side1	13:16		to look at the mirror				
comox03_side1	13:22		fish meat				
comox03_side1	13:28		mucus snot				
comox03_side1	13:35		name				
comox03_side1	13:40		stinging nettle				
comox03_side1	13:46		to nibble (fish)				
comox03_side1	13:54		a big nose				
comox03_side1	13:59		onions				
comox03_side1	14:03		the toilet				
comox03_side1	14:09		this is toilet				
comox03_side1	14:15		two more				
comox03_side1	14:22		outside				
comox03_side1	14:27		owl				
comox03_side1	14:36		to peel off				
comox03_side1	14:43		sweat				
comox03_side1	14:49		I’m sweating				
comox03_side1	14:54		you’re sweating				
comox03_side1	14:58		to plant				
comox03_side1	15:04		potato				
comox03_side1	15:09		(ok just say) potato				
comox03_side1	15:14		to bury				
comox03_side1	15:20		to pluck (a chicken or a goose or something)				
comox03_side1	15:31		(the order) pluck it				
comox03_side1	15:38		to scrape	saχʷat			
comox03_side1	15:46		to shave	saχʷosenəm			
comox03_side1	15:51		I'm gonna shave	saχʷosenəm cəm			
comox03_side1	15:57		the scales of a fish				
comox03_side1	16:06		skin, any skin				
comox03_side1	16:14		to poke				
comox03_side1	16:23		I’m going to poke you in the eye				
comox03_side1	16:28		to lock it	gʸat̓ət			
comox03_side1	16:34		it’s locked	gʸat̓et			
comox03_side1	16:44		pull hard				
comox03_side1	16:49		(the order) go pull hard				
comox03_side1	16:55		quiet	t̓osos			
comox03_side1	17:02		it’s quiet	t̓osʔom			
comox03_side1	17:07		(this is) a raccoon				
comox03_side1	17:12		for a person who has a red bottom				
comox03_side1	17:22		another way ??				
comox03_side1	17:29		to pay				
comox03_side1	17:38		to buy				
comox03_side1	17:42		I am going to pay you				
comox03_side1	17:51		This is ribs.				
comox03_side1	17:55		to solve				
comox03_side1	18:00		I’m sorry [??]				
comox03_side1	18:05		I'm gonna go solve.				
comox03_side1	18:10		to talk				
comox03_side1	18:14		talkative				
comox03_side1	18:19		to say				
comox03_side1	18:24		(this is) a school house	skʷulʔawtxʷ			
comox03_side1	18:29		church	čahamʔawtxʷ			
comox03_side1	18:36		liquor store	lamʔawtxʷ			
comox03_side1	18:42		a rooming house	ʔaχesʔawtxʷ			
comox03_side1	18:47		a dance hall	čiɬɩmʔawtxʷ			
comox03_side1	18:53		(this is) liquor				
comox03_side1	18:58		a scream or to scream				
comox03_side1	19:04		a bigger type sea urchin				
comox03_side1	19:12		a small green sea urchin				
comox03_side1	19:18		(the order) look				
comox03_side1	19:24		(so this is) look at me				
comox03_side1	19:28		(and then) I see it				
comox03_side1	19:35		cedar shakes				
comox03_side1	19:41		shaking				
comox03_side1	19:47		mountain sheep				
comox03_side1	19:52		young mountain sheep				
comox03_side1	19:57		it an error				
comox03_side1	20:05		Sliammon				
comox03_side1	20:11		sneeze				
comox03_side1	20:18		sucking				
comox03_side1	20:23		a table				
comox03_side1	20:30		a chair				
comox03_side1	20:36		sit down (the order)				
comox03_side1	20:44		a side of ribs				
comox03_side1	20:53		the back bone of a fish				
comox03_side1	20:58		(the order) put on your style				
comox03_side1	21:03		(just the order) put it on				
comox03_side1	21:10		(this is another way to say) sit down				
comox03_side1	21:18		to rest				
comox03_side1	21:26		(this is) sister-in-law or brother-in-law				
comox03_side1	21:33		son-in-law or daughter-in-law				
comox03_side1	21:43		splatter				
comox03_side1	21:48		sprained ankle				
comox03_side1	21:55		split heel [??]				
comox03_side1	22:01		spouse, friend that something with you				
comox03_side1	22:11		the stakes to keep your fish open when barbecuing it				
comox03_side1	22:20		to startle				
comox03_side1	22:27		I startle myself				
comox03_side1	22:33		to stay over night				
comox03_side1	22:40		I earned a medal.				
comox03_side1	22:45		slippery				
comox03_side1	22:51		hard to slip, stick it in, hard to pull through				
comox03_side1	23		to spread out				
comox03_side1	23:06		pillow				
comox03_side1	23:10		(and then) blanket				
comox03_side1	23:15		(so this is take) to take				
comox03_side1	23:20		to tell stories				
comox03_side1	23:32		to throw or toss				
comox03_side1	23:38		you're tickling him				
comox03_side1	23:43		(so this is) tired				
comox03_side1	23:45		(alright so this is) tired				
comox03_side1	23:48		(okay so this is) the tide’s out				
comox03_side1	23:52		(alright and then) it’s high tide or high time [??]				
comox03_side1	23:59		(alright so this is) the short time				
comox03_side1	24:11		(okay so this is) a man’s name; Tom				
comox03_side1	24:18		(alright and then) what?				
comox03_side1	24:22		(alright and then) Thomas (a man’s name)				
comox03_side1	24:30		(and then) Johnny (a man’s name)				
comox03_side1	24:34		(and then) to tow				
comox03_side1	24:40		(alright so this is) towing				
comox03_side1	24:45		(alright and then) true				
comox03_side1	24:51		(and then) to spin in the hands (like you would for fire or wool or just to spin in general)				
comox03_side1	25:00		(and then) turnips	ʔɛlawɛʔ			
comox03_side1	25:06		(okay so this is) a deceased uncle or aunt				
comox03_side1	25:13		(okay so this is) very strong				
comox03_side1	25:19		(and then) victorious [??]				
comox03_side1	25:25		(okay so this is) to wait				
comox03_side1	25:29		(alright and then) to be physically weak				
comox03_side1	25:37		(alright, so this is) the sole of the foot				
comox03_side1	25:44		(alright so this is) to whistle				
comox03_side1	25:48		(alright, and then the order) whistle!				
comox03_side1	25:56		(alright and then) a widow				
comox03_side1	26:04		(alright and then, when counting, this is) one person (referring to person)				
comox03_side1	26:12		(alright and then) two persons				
comox03_side1	26:16		(alright, then) three persons				
comox03_side1	26:21		(alright and then) four persons				
comox03_side1	26:26		(and then) five persons				
comox03_side1	26:30		(alright this is) to win				
comox03_side1	26:35		(alright and then) the Southeast wind				
comox03_side1	26:40		(alright and then) to wink (with one eye)				
comox03_side1	26:46		(alright so this is) to wink with one eye				
comox03_side1	26:50		(alright and then) to close your eyes				
comox03_side1	26:55		(and then) eyes closed				
comox03_side1	26:59		(alright so this is) wiping				
comox03_side1	27:04		(and then, the order) wipe it!				
comox03_side1	27:09		(alright and then) married women (more than one)				
comox03_side1	27:17		(alright and then) very dry wood (this is, alright, go ahead)				
comox03_side1	27:27		(alright and then) very old driftwood				
comox03_side1	27:33		(okay so this is) very wet wood or water-logged wood				
comox03_side1	27:40		(alright so this is) a wound				
comox03_side1	27:45		(alright and then) I wound him				
comox03_side1	27:50		(okay so this is) an arrow				
comox03_side1	27:55		(alright and then) an ax				
comox03_side1	28:00		(alright and then) to split wood				
comox03_side1	28:06		(alright so this is) body (a person’s body)				
comox03_side1	28:13		(alright and then) a mallard duck				
comox03_side1	28:19		(alright) the third finger				
comox03_side1	28:24		(alright and then) the thumb				
comox03_side1	28:29		(alright so this is) a wild moose [??]				
comox03_side1	28:35		(and then) to tear				
comox03_side1	28:38		(alright and then, the order) tear it!				
comox03_side1	28:43		(alright so this is) fast hands				
comox03_side1	28:49		(alright and then) to grow fast				
comox03_side1	28:54		(okay so this is) to slap on the hand				
comox03_side1	28:58		(alright and then the other is) to slap on the rear end				
comox03_side1	29:06		(alright and then) a kettle				
comox03_side1	29:12		(alright so this is another way to say) kettle				
comox03_side1	29:18		(alright and then) to knife somebody				
comox03_side1	29:26		(let’s just get) thunder (first)				
comox03_side1	29:32		(alright and then) thundering				
comox03_side1	29:43		(so this is) the other side				
comox03_side1	29:48		(alright and then) the finger nail				
comox03_side1	29:53		(so this is) close				
comox03_side1	29:58		(alright and then) neck				
comox03_side1	30:01		(alright and then) long ago				
comox03_side1	30:07		(alright and) yellow				
comox03_side1	30:12		(alright and then) to be at home				
comox03_side1	30:19		(alright and then) he’s not at home				
comox03_side1	30:24		(alright and then) to gossip or talk about				
comox03_side1	30:33		(so this is) Tom was a fisherman				
comox03_side1	30:43		(okay so this is) Tom’s wife was talkative or a gossip				
comox03_side1	30:53		(so) that woman is a fisherman				
comox03_side1	31:00		They or they’re fishermen				
comox03_side1	31:10		Are you a fisherman?				
comox03_side1	31:15		(so) I am a fisherman				
comox03_side1	31:19		(and) I was a fisherman				
comox03_side1	31:27		He’s a fisherman				
comox03_side1	31:32		(okay) She has a child				
comox03_side1	31:39		(okay so this is) I cleared brush and when I finished, I burned the rubbish.				
comox03_side1	31:50		(alright, now can you say it just sort of…normal speed?)				
comox03_side1	31:59		(okay, alright so this is the order) clear the brush!				
comox03_side1	32:04		(alright and then, could you say just) rubbish (for me, a couple of times?)				
comox03_side1	32:12		(okay so this is) I went to the store and bought some food				
comox03_side1	32:24		(okay so this is) buy				
comox03_side1	32:30		(alright this is) I fixed the roof while Tom chopped wood.				
comox03_side1	32:47		(okay so this is) I’m going to go to the store after I finish fixing it				
comox03_side1	33:08		(okay this is) Tom hollered when I poked him.				
comox03_side1	33:18		(okay so this is) My hook broke off.				
comox03_side1	33:27		(this is the order) break the line!				
comox03_side1	33:33		(okay so this is) Let’s stop to pick berries.				
comox03_side1	33:43		(alright this is) Let’s go fishing				
comox03_side1	33:50		(so this is) go fishing				
comox03_side1	33:58		(so this is) let’s go				
comox03_side1	34:03		(alright and then) I’m lazy				
comox03_side1	34:06		(and then just) lazy				
comox03_side1	34:10		(okay so this is) If I know when the fish are biting, then I’ll be a rich man.				
comox03_side1	34:33		(alright so this is) lots				
comox03_side1	34:37		(alright and then) always				
comox03_side1	34:42		(and then) Do you know it?				
comox03_side1	34:48		(alright and then) Oh yeah, I know it				
comox03_side1	34:54		(okay and then) remember				
comox03_side1	34:59		(alright so this is) That is the dog that chased the rat that ate the fish that was stored in the smokehouse.				
comox03_side1	35:19		(okay so this is) The roof blew off during a storm.				
comox03_side1	35:31		(alright so this is) The man who passes by here always (always passes by here) lives in Cumberland.				
comox03_side1	35:32		(alright this is) to pass by				
comox03_side1	36:05		(alright so this is) hair seal				
comox03_side1	36:12		(alright and then) Put your shoes on.				
comox03_side1	36:19		(alright and then) I put my shoes on.				
comox03_side1	36:27		(this is) I’m going to put my shoes on.				
comox03_side1	36:35		(this is) Put the sticks on the fish.				
comox03_side1	36:42		(alright and then this is) the stick that’s used to spread the fish for drying.				
comox03_side1	36:50		(so this is) We stayed two days.				
comox03_side1	36:59		(so this is) a sea snail				
comox03_side1	37:03		(alright and then) South				
comox03_side1	37:09		(alright this is) to set something on fire				
comox03_side1	37:16		(so this is) teapot				
comox03_side1	37:20		(alright and then) boiling				
comox03_side1	37:25		(alright and then the order) Put it on the fire!				
comox03_side1	37:34		(okay so this is) a woman’s name				
comox03_side1	37:44		(alright so this is) a man’s name				
comox03_side1	37:52		(alright that’s another man’s name.  Okay so this is) a man’s name				
comox03_side1	37:59		(alright so this is) a lot of leaks				
comox03_side1	38:04		(okay so this is) pregnant				
comox03_side1	38:11		(alright and then) clay				
comox03_side1	38:16		(and then) fern				
comox03_side1	38:22		(alright this is) sawing				
comox03_side1	38:27		(alright and then...Alright so this is) a break				
comox03_side1	38:35		(alright and then the order) break it!				
comox03_side1	38:39		(and then) a pocket knife				
comox03_side1	38:44		(alright and then) a store				
comox03_side1	38:52		(so this is) a flatbed wagon				
comox03_side1	38:57		(okay so this is) I’ve been up for a long time.				
comox03_side1	39:06		(alright this is the order) get it!				
comox03_side1	39:12		(alright and then) I remember				
comox03_side1	39:18		(so this is) Do it again.				
comox03_side1	39:24		(alright this is another way of saying) Do it again.				
comox03_side1	39:31		(so this is) come				
comox03_side1	39:37		(and then the order) come here!				
comox03_side1	39:40		(this is) something				
comox03_side1	39:46		(alright so this is) Grow up.				
comox03_side1	39:50		(this is) I remember.				
comox03_side1	39:55		(alright so this is) Do you remember?				
comox03_side1	40:03		(so this is) to experience				
comox03_side1	40:11		(so this is) I have never been to Courtenay.				
comox03_side1	40:22		(alright this is) I haven’t been to Courtenay.				
comox03_side1	40:30		(this is) Have you ever been to Courtenay?				
comox03_side1	40:42		(alright) I don’t have any fish.				
comox03_side1	40:50		(alright) I didn’t have any fish yesterday.				
comox03_side1	40:57		(alright this is another way of saying) I didn’t have any fish yesterday.				
comox03_side1	41:07		(alright say that one more time)				
comox03_side1	41:12		I didn’t catch any yesterday.				
comox03_side1	41:21		(this is) I caught a lot this morning.				
comox03_side1	41:29		(alright so this is) to catch				
comox03_side1	41:34		He didn’t catch any.				
comox03_side1	41:40		(alright so this is) Did you catch any?				
comox03_side1	41:47		(alright and then we got) last night				
comox03_side1	41:54		(okay so this is another way of saying) I didn’t catch any (although it’s not the usual one)				
comox03_side1	42:02		(alright this is) They didn’t catch any.				
comox03_side1	42:15		(alright so this is the order) Go inside!				
comox03_side1	42:24		(alright and then) Take it inside. (alright, okay)				
comox03_side1	42:33		(alright and then another way to say) Take it inside.				
comox03_side1	42:40		(alright so this is) I am fooling around, or annoying him.				
comox03_side1	42:50		(alright so this is another way to say) I am annoyed.				
comox03_side1	42:59		(alright so this) to step back				
comox03_side1	43:05		(alright and then) I am coming back.				
comox03_side1	43:16		(alright this is) I’ll return				
comox03_side1	43:21		(alright this is) coal oil				
comox03_side1	43:27		(and then) lead				
comox03_side1	43:35		(alright, okay so this is) a button				
comox03_side1	43:39		(alright and then) The sun is rising. (okay, this is) The sun is rising.				
comox03_side1	43:51		(alright and then) The sun is going down.				
comox03_side1	43:58		(alright this is) I am a man.				
comox03_side1	44:04		(and then) Be a man.				
comox03_side1	44:08		(this is) I stole it yesterday.				
comox03_side1	44:17		(so) He stole it yesterday.				
comox03_side1	44:24		(alright so this is) He danced.				
comox03_side1	44:29		(alright and then) He’s dancing with me.				
comox03_side1	44:36		(this is) We’re dancing.				
comox03_side1	44:43		(so this is) They’re dancing.				
comox03_side1	44:49		(okay so this is) They are the ones that are dancing.				
comox03_side1	45:12		(okay so this is) We are the ones that are going to do the dancing.				
comox03_side1	45:23		(alright this is) He’s real crazy.				
comox03_side1	45:30		(alright and then) I’m real crazy.				
comox03_side1	45:37		(okay) He’s a real bad man.				
comox03_side1	45:44		(this is) a tall person				
comox03_side1	45:48		(alright and then) a short person				
comox03_side1	45:54		(alright this is) He is our chief.				
comox03_side1	46:02		(alright so this is) a totem pole				
comox03_side1	46:30		(okay) [then a stretch of speaking in Ay’ajuthem]				
comox03_side1	47:08		(okay so go ahead) [more Ay’ajuthem] The audio file sped up making the phrases difficult to understand.				
comox05_side1	00:08	00:10	Respect for that day - used for Sunday now			Play	
comox05_side1	00:13	00:14.7	Are you hitting it with a stick?			Play	
comox05_side1	00:21	00:22.6	Command: Hit it with a stick.			Play	
comox05_side1	00:25.2	00:27.6	What's he saying?			Play	
comox05_side1	00:33	00:35	(another form of the same)			Play	
comox05_side1	00:39	00:41	??Will he be single?			Play	
comox05_side1	00:48	00:49.7	I'm holding on.			Play	
comox05_side1	00:52	00:53.2	I'm going to hold on.			Play	
comox05_side1	00:59	01:01	I was holding on.			Play	
comox05_side1	01:04	01:05.6	Are you going to hold on?			Play	
comox05_side1	01:10	01:11.2	Command: Come here.			Play	
comox05_side1	01:15.2	01:16.8	I'm going to come.			Play	
comox05_side1	01:22	01:23.5	I was here.			Play	
comox05_side1	01:27	01:29	I was working.			Play	
comox05_side1	01:33	01:34.7	Are you eating?			Play	
comox05_side1	01:39	01:41	Have you eaten?			Play	
comox05_side1	01:46	01:48	I have eaten.			Play	
comox05_side1	01:52	01:53.6	??room			Play	
comox05_side1	01:58	01:59.4	??baby room			Play	
comox05_side1	02:04	02:06	I'm going to bring him/her/it home.			Play	
comox05_side1	02:11	02:13.5	He's going to bring me home.			Play	
comox05_side1	02:19	02:21.3	He's going to come and pick me up.			Play	
comox05_side1	02:26	02:27.8	Pick it up, dear.			Play	
comox05_side1	02:31.5	02:34.2	I'm going to take you home.			Play	
comox05_side1	02:41	02:44	He's going to pick us up.			Play	
comox05_side1	02:46.5	02:49	I'm going to take you all home.			Play	
comox05_side1	02:54	02:56.3	I'm going to take them home.			Play	
comox05_side1	03:00	03:02.3	Where have you been?			Play	
comox05_side1	03:08	03:10	Where have you been? (#2)			Play	
comox05_side1	03:14	03:15.6	I've been at home.			Play	
comox05_side1	03:20.5	03:22	home			Play	
comox05_side1	03:25	03:27	Are you going to be at home?			Play	
comox05_side1	03:31	03:32.3	I'm going home.			Play	
comox05_side1	03:36.2	03:37.8	Command: Stay home.			Play	
comox05_side1	03:41	03:43.5	Command: Bring some water.			Play	
comox05_side1	03:47.8	03:50.2	Go and get some water.			Play	
comox05_side1	03:55.2	03:56.5	To get water.			Play	
comox05_side1	04:00	04:01.4	I was here.			Play	
comox05_side1	04:05.4	04:06.8	I was there.			Play	
comox05_side1	04:10	04:11.8	I finished eating.			Play	
comox05_side1	04:15	04:16.5	I'm going to punch you.			Play	
comox05_side1	04:21	04:23	I'm going to punch him.			Play	
comox05_side1	04:28	04:30	I'm going to punch you - all of you.			Play	
comox05_side1	04:35	04:37.5	I'm going to punch them.			Play	
comox05_side1	04:44	04:45.8	Command: Hit me.			Play	
comox05_side1	04:49.5	04:51.2	He hit me.			Play	
comox05_side1	04:55	04:57	He's the one who hit you.			Play	
comox05_side1	05:01	05:03.3	He hit us.			Play	
comox05_side1	05:09	05:11.2	Is he the one who hit all you ??guys?			Play	
comox05_side1	05:16	05:17.8	Is he the one who hit them?			Play	
comox05_side1	05:22	05:25	We hit you.			Play	
comox05_side1	05:25	05:27.4	We hit you. (#2)			Play	
comox05_side1	05:35	05:37.4	We hit him.			Play	
comox05_side1	05:43.2	05:46.8	We hit you guys.			Play	
comox05_side1	05:49	05:51.3	We hit them.			Play	
comox05_side1	05:56	05:57.8	They hit me.			Play	
comox05_side1	06:02.4	06:04	They hit them.			Play	
comox05_side1	06:08	06:10.2	I gave you a dog.			Play	
comox05_side1	06:14.5	06:16.4	I'm going to give you a dog.			Play	
comox05_side1	06:20.8	06:23	I gave him a dog.			Play	
comox05_side1	06:28	06:31	I'm going to give you guys a dog.			Play	
comox05_side1	06:36.5	06:38.5	I'm going to give them a dog.			Play	
comox05_side1	06:45.5	06:46.5	spuds or potatoes			Play	
comox05_side1	06:49	06:51.8	Did you give me a dog?			Play	
comox05_side1	06:56	06:58.2	I gave you a dog.			Play	
comox05_side1	07:04	07:06	You gave me some spuds.			Play	
comox05_side1	07:14	07:16.7	You give him some spuds.			Play	
comox05_side1	07:24.7	07:27.3	You give us some spuds.			Play	
comox05_side1	07:33	07:35.2	Did you give him some spuds?			Play	
comox05_side1	07:40	07:42	He's giving me some potatoes.			Play	
comox05_side1	07:47.2	07:50	He's giving you some potatoes.			Play	
comox05_side1	07:54.5	07:56.5	He's going to give you [there] some potatoes.			Play	
comox05_side1	08:03.2	08:05.8	He's going to give us some potatoes.			Play	
comox05_side1	08:14.8	08:20.8	He's going to give you guys some spuds. (said twice)			Play	
comox05_side1	08:24.5	08:27	He's going to give them some spuds.?			Play	
comox05_side1	08:35.9	08:38	He's going to give them some spuds.?			Play	
comox05_side1	08:45.8	08:48	We're going to give you (one person) some spuds.			Play	
comox05_side1	08:58.7	09:01.3	We're going to give him some spuds.			Play	
comox05_side1	09:05.5	09:07.5	I'm going to give him some spuds.			Play	
comox05_side1	09:07.5	09:09.5	I'm going to give him some spuds. (#2)			Play	
comox05_side1	09:14.4	09:16.6	We're going to give you some spuds.			Play	
comox05_side1	09:24	09:26.4	We're going to give them some potatoes.			Play	
comox05_side1	09:32	09:34.6	They’re going to give me some spuds.			Play	
comox05_side1	09:42	09:44.6	He's going to give you some spuds.			Play	
comox05_side1	09:57	09:59.1	I'm going to give you guys some potatoes.			Play	
comox05_side1	10:07	10:09	I'm going to work.			Play	
comox05_side1	10:14	10:15	I'm going to work on it.			Play	
comox05_side1	10:22	10:24.8	You're going to grow up.			Play	
comox05_side1	10:24.8	10:27	You're going to grow up. (#2)			Play	
comox05_side1	10:31	10:32.4	flowers or blossoms			Play	
comox05_side1	10:37	10:38.4	Command: Plant it.			Play	
comox05_side1	10:43	10:45	I'm going to plant it.			Play	
comox05_side1	10:51	10:52.6	He’s going to cover it up.			Play	
comox05_side1	10:57.5	10:59.2	The plants grow.			Play	
comox05_side1	11:03	11:05.3	The plants are growing.			Play	
comox05_side1	11:13.5	11:14.5	grow (for plants only)			Play	
comox05_side1	11:23	11:24.5	grow (for animals/fish/humans)			Play	
comox05_side1	11:28	11:29.5	I am growing.			Play	
comox05_side1	11:34	11:36	I’ll grow it for you.			Play	
comox05_side1	11:43.5	11:45.8	My plants are growing.			Play	
comox05_side1	11:53	11:55.3	Fast with his hands (or on his hands).			Play	
comox05_side1	11:59.3	12:01.2	Fast at his work.			Play	
comox05_side1	12:05	12:07.5	I’m fast at my work.			Play	
comox05_side1	12:16	12:21.4	My plants were growing but now they’re all spoiled/withered.			Play	
comox05_side1	12:27	12:30.5	He’s slow at his work.			Play	
comox05_side1	12:37.3	12:38.6	slow			Play	
comox05_side1	12:41	12:42.8	I met him.			Play	
comox05_side1	12:47	12:49	I'm going to go and meet him.			Play	
comox05_side1	12:53	12:55	He met me.			Play	
comox05_side1	13:00	13:02.7	He told me that he met you.			Play	
comox05_side1	13:08.5	13:10.2	Go and meet him.			Play	
comox05_side1	13:19	13:22.2	I told him that we met.			Play	
comox05_side1	13:28	13:29.5	Tell him.			Play	
comox05_side1	13:32.4	13:33.8	Tell me.			Play	
comox05_side1	13:38.8	13:40.7	We eat fish.			Play	
comox05_side1	13:45.2	13:47.9	They're eating fish.			Play	
comox05_side1	13:57.5	13:59.6	Come and sit down. (an offer to have dinner)			Play	
comox05_side1	14:02.5	14:04	Come and eat.			Play	
comox05_side1	14:12	14:14	Have you eaten? or Have you finished?			Play	
comox05_side1	14:24	14:26.5	I'm spearing fish.			Play	
comox05_side1	14:30.6	14:32.6	I'm going to spear fish.			Play	
comox05_side1	14:37	14:38	thick			Play	
comox05_side1	14:45	14:46.5	mine (which one?)			Play	
comox05_side1	14:47.2	14:48.8				Play	
comox05_side1	14:55	14:57	Burn that one.			Play	
comox05_side1	15:05	15:07	That one.			Play	
comox05_side1	15:10.5	15:12.4	Burn this one.			Play	
comox05_side1	15:19	15:21	The wood is burning.			Play	
comox05_side1	15:26	15:27.5	Command: Burn it.			Play	
